id,hyp,score,picked_variant
578,Ngokombono zonke ikhompyutha ezisetyenziswayo kulemihla zixhomekeke ekudlalisweni ngolwazi olukhowudwe ngohlobo lwamanani ebinary.,-227.60341930389404,variant_1
579,"Inani eliyi-binary linganamanani amabini ukutsho oko 0 okanye 1, yaye la manani abizwa ngokuba zii-binary digits – okanye ii-bits xa zisetyenziswa kulwimi lokuquza ngeekhompyutha.",-505.00357723236084,variant_1
580,"Ityhefu engaphakathi ingangabonakali msinya. Iimpawu, njengokugabha ziqheleke kangangoba ingayenyinto egulisayo.",-290.0008783340454,variant_1
581,Eyona sayini yokuthyefeka kwangaphakathi kukubakho kwe container yeyeza okanye ikhemikhali ezisetyenziswayo ekhayeni ezinobungozi.,-247.55605792999268,variant_1
582,Jonga ileyibhile yemiyalelo yoncedo lokuqala malunga netyhefu ethile.,-146.0272340774536,variant_1
583,Abafotayo kamva bathatha indawo yenenekazi elidala njengoko lalifuna i-lavatory. UMendoza wadutyulwa phantsi.,-313.3315324783325,variant_1
584,"Eli gama lisuka kwakudala kukudityaniswa neencukuthu zebhedi, ezizinambuzane ezikwaziyo ukutya abantu.",-233.25883960723877,variant_1
585,"Zombini i-Assassin-bugs kunye nee-Bed-bugs azikho nocic, zilungelelaniswe ukuze zihlale kwindlwana okanye kwizindlu zomphathi wazo.",-394.33573722839355,variant_1
586,"E-United States of America, kukho malunga nabantu abayi-400,000 abaziwayo Ukuba bane-Multiple Sclerosis (iMS), loo nto iyenza ibe sisigulo sengqondo esiphambili kubantu abadala abasebatsha nabsele beqinile.",-581.6682767868042,variant_1
587,"I-MS sisifo esichaphazela inkqubo ye-nervous system, eyenziwe ngengqondo, ithambo lomqolo kunye ne-optic nerve.",-299.57497215270996,variant_1
588,Uphando lufumanise ukuba abantu ababhinqileyo amaxesha amabini kunokwenzeka ukuba babe ne-MS emva koko abangamadoda.,-197.89832210540771,variant_1
589,"Isibini sinokuthatha isigqibo sokuba ayibalungelanga, okanye becingela umntwana wabo, ukuba bamkhulise.",-216.13378715515137,variant_1
590,Esi sibini sinokukhetha ukwenza isicwangciso sokwamkelwa komntwana waso.,-133.91368770599365,variant_1
591,"Xa kukhuliswa umntwana ongengowakho, abazali bokwemvelo bayawancama amalungelo obuzali ukuze esinye isibini sibe ngabazali baloo mntwana.",-316.27411460876465,variant_1
592,Eyona njongo iphambili yeNzululwazi kukufumanisa indlela ihlabathi elisebenza ngayo ngendlela yesayensi. Le ndlela ikhokela uninzi lophando lwenzululwazi.,-271.6968584060669,variant_1
593,"Ayiyodwanga nje, ukulinga , nolingo luvavanyo olusetyenziswa ukususa enye okanye oluninzi uqikelelo, kubuzwe imibuzo kwenziwe nengqwalasela ekhokhela uphando lwesayensi.",-365.36298084259033,variant_1
594,"I-Naturalists kunye nefilosofi zijolise kwimibhalo yamandulo kwaye, ngakumbi, kwiBhayibhile yesiLatin.",-230.62470149993896,variant_1
595,"Ezazisamkeleka yayizimbono zika Aristotle kwimiba yonke ye sayensi, kuquka nezengqondo.",-234.6201581954956,variant_1
596,"Nanjengoko ulwazi lwesi Grike lwehla, abaseNtshona bazifumana beqhawukene neengqondi zabo zesiGrike kunye nengcambu zabo sesayensi.",-298.11967277526855,variant_1
597,Abanintsi baqaphela izingqi kwimbonakalo nakwizimbo ezithi zixhomekeke ikakhulu kubukho be saykile ezi endogenous nophuhliso lwazo kwixesha lwendalo.,-332.0085964202881,variant_1
598,"Isingqisho samaxesha ngamaxesha, ezingeyompendulo nje kwimiba yangaphandle yamaxesha athile, sele sibhalelwe izinto ezininzi eziphilayo, nee ibhaktiriya, ifungi, izityalo kunye nezilwanyana.",-435.3837003707886,variant_1
599,Iiwotshi zebhayoloji zizenzela ii-oscillator eziza kuqhubeka nokuhamba zijikeleza mahala nokuba akukho zimpawu zangaphandle.,-283.9342050552368,variant_1
600,Uvavanyo lweHershey kunye noChase yenye yeengcebiso eziphambili zokuba iDNA yayiyinto yemfuza.,-234.57272052764893,variant_1
601,"U-Hershey no-Chase basebenzise ii-phages, okanye ii-virus, ukufaka i-DNA yabo kwintsholongwane.",-338.3277463912964,variant_1
602,Benza iimvavanyo ezimbini zokumakisha nokuba yi-DNA kwipheji ene-radioactive phosphorus okanye iprotheni ye-phage enesalfure eqhumayo.,-378.94258403778076,variant_1
603,"Ukuziguquguqula kunokuba nemiphumela eyohlukahlukeneyo oku kube kuxhomekeke kudidi lwenguquko, ukubaluleka kwepisana yematerial yofuzo echaphazelekayo kwakunye nokuba icells ezichaphazelekileyo zi germ-line cells.",-494.88453006744385,variant_1
604,"Lutshintsho kuphela kwiiseli zemigca yentsholongwane ezinokudluliselwa ebantwaneni, ngelixa utshintsho kwenye indawo lunokubangela ukufa kweseli okanye umhlaza.",-291.84123516082764,variant_1
605,Ukhenketho lwabatyeleli olusekelwe kwindalo lutsala abantu abanomdla wokutyelela ngenjongo yokubuka indalo kuquka izityalo kunye nezilwanyana zasendle.,-270.3418664932251,variant_1
606,"Imizekelo yokwenzekayo esaythini iquka ukuzingela, ukuloba, ukufota, ukubukela iintaka, ukundwendwela kwiipaki nokufunda ngolwazi lwendalo.",-331.7341070175171,variant_1
607,"Umzekelo kukundwendwela, ufote kwaye ufunde nge organgatuangs e orneo.",-207.29518127441406,variant_1
608,"INtsasa nganye, abantu bashiya iidolophana zelizwe ezimotweni besiya kwiindawo zabo zokusebenza kwaye badlulwe kwabanye abadawo abasebenza kuyo yindawo abasandula ukuyishiya.",-375.1514301300049,variant_1
609,"Kule shuttle yothutho eguqukayo wonke umntu ngandlela thile uqhagamshelene, kunye nenkxaso, inkqubo yothutho esekwe kwiimoto zabucala.",-260.9273462295532,variant_1
610,Isayensi ngoku ibonakalisa ukuba icarbon economy ithe ya dilodja kwi biosphere ukusuka kwenye yemo zayo ezizinzileyo ebexhasa ukuguquguquka koluntu kwiminyaka ezizigidi ezibini ezedlulayo.,-414.631046295166,variant_1
611,Wonke umntu uthatha inxaxheba eluntwini kwaye usebenzisa iinkqubo zothutho. Phantse wonke umntu uyakhalaza malunga neenkqubo zothutho.,-210.9877061843872,variant_1
612,Kumazwe ahambele phambili kuba ngelo xesha nelo xesha usiva kukhalazwa ngomlinganiselo ofanayo ngomgangatho wamanzi nokuwa kweebhulorho.,-254.60920524597168,variant_1
613,"Kutheni le nto iinkqubo zothutho zibangela izikhalazo ezinjalo, kutheni zisilela mihla le? Ingaba iinjineli zezothutho azikwazi ukusebenza? Okanye ingaba kukho into ebaluleke ngakumbi eyenzekayo?",-346.38196182250977,variant_1
614,Ukuhamba Kwemoto kukufunda ngokuhamba komqhubi ngamnye neemoto ukusuka kwenye indawo ukuya kwenye indawo nendlela abaqhubana ngayo omnye nomnye.,-274.03937911987305,variant_1
615,"Ngelishwa, ukufunda ukuphokoka komthamo wezithuthi kunzima kuba izimbo zomqhubi azikwazi kuthelekeleka ngokugqibeleleyo.",-249.74262142181396,variant_1
616,"Ngethamsanqa, abaqhubi badla ngokuziphatha kakuhle phakathi kuluhlu olufanelekileyo; Ke, imijelo yendlela ithambekele ekubeni nokungaguquguquki okufanelekileyo kwaye inokumelwa ngokwezibalo.",-325.3819169998169,variant_1
617,"Ukuba ngumeli ongcono wokuhamba kwetrafikhi, ubudlelwane busekiwe phakathi kweempawu ezintathu eziphambili: (1) ukuhamba, (2) uxinano, kunye (3) nesantya.",-404.2513999938965,variant_1
618,"Olu lwalamano lunceda ukucebeni, ukuyileni nasekusebenzeni kweendlela.",-166.99499797821045,variant_1
619,Izinambuzane yayizizilwanyane zokuqala ukubhabha. Ukukwazi kwazo ukubhabha kuzinceda ziphephe iintshaba lula futhi zifumane ukutya zizalise ngcono.,-317.3293981552124,variant_1
620,Uninzi lwezinambuzane zinendlela yokukwazi ukusonga amaphiko azo abe secaleni komzimba.,-199.865647315979,variant_1
621,Oku kuzinika iindawo ezininzi ezincinci zokuzifihla kwezinye izilwanyana.,-113.05364322662354,variant_1
622,"Kule mihla, izinambuzane ezingakwazi ukusonga amaphiko azo zimpukane neengcongconi.",-177.90331840515137,variant_1
623,"Kumawaka eminyaka eyadlulayo, indoda egama linguAristarchus yathi iSolar System yajikeleza iLanga.",-211.56163215637207,variant_1
624,"Abanye abantu babecinga ukuba unyanisile kodwa abanintsi babekholelwa ngolunye uhlobo; ukuba a Solar System ijikeleza umhlaba, kuquka nelanga( kunye nezinye iinkwenkwezi).",-337.0634813308716,variant_2
625,"Ibonakala isesingqondweni, kuba Umhlaba awuvakali uhamba, uyavakala?",-164.20884037017822,variant_1
626,I-Amazon River ngumlambo wesibini ongowona umde nomkhulu emhlabeni. Ubanamanzi aphindaphindwe ngaphezu kwe-8 kunamanzi omlambo ongowesibini ngobukhulu.,-367.17261505126953,variant_1
627,"I-Amazon ngowona mlambo mkhulu ehlabathini, ngamanye amaxehsa ububanzi bunganemayile esintandathu.",-265.1701965332031,variant_1
628,Iipesenti ezingama-20 ezipheleleyo zamanzi aphuma kwimilambo yomhlaba ukuya elwandle zivela eAmazon.,-197.7966423034668,variant_1
629,"Owona mfula we-Amazon u-6,387 (3,980 iimayile). Utsala amanzi kwamawaka emifulana.",-344.1379270553589,variant_1
630,"Nangona ukwakhiwa kweephiramidi kwilitye kwaqhubeka de kwasekupheleni koBukumkani Obudala, iiphiramidi zaseGiza zange zogqithwe ngobukhulu nangobugcisa obugqibeleleyo ezakhiwa ngazo.",-370.77063941955566,variant_1
631,"Ubukumkani obutsha base-Egypt yamandulo babumangalisiwe zizikhumbuzo zabo zangaphambili, ezazingaphezulu kweminyaka eliwaka ubudala.",-264.0285758972168,variant_1
632,Inginginya yesixeko iVatican City iku-800. Ilelona lizwe lincinci elizimeleyo ehlabathini nelibantu abambalwa.,-280.78170108795166,variant_1
633,I-Vatican City isebenzisa Isitaliyane kulawulo nakwimbalelwano ezisemthethweni.,-177.72900867462158,variant_1
634,Isitaliyani siphinda sibelu lwimi elosetyenziswa smahla ngabantu abaphangelela kwelolizwe ibe i-Latin isetyenziswa kwimicimbhi yokholo.,-332.8243131637573,variant_1
635,Bonke abahlali base-Vatican ngama-Roma Katolika.,-138.65172004699707,variant_1
636,"Abantu bayazi malunga nezinto ezisisiseko zeekhemikhali ezinje ngegolide, isilivere, nobhedu kwakudala, njengoko zonke zinokufunyanwa kwindalo ngendlela yemveli kwaye zilula kakhulu kum ngezixhobo zamandulo.",-326.1857557296753,variant_1
637,"UAristotle, intanda-bulumko, wathi yonke into yenziwe ngumxube wento enye ukuya kwezine. Oko kukuthi umhlaba, amanzi, umoya nomlilo.",-317.0249433517456,variant_1
638,"Oku bekufana namacala amane emicimbi (ngolandelelwano olufanayo): eqinileyo, engamanzi, igesi, kunye neplasma, nangona wayecinga ukuba bayatshintsha babe zizinto ezintsha ukwenza oko sikubonayo.",-404.9104948043823,variant_1
639,Ialloys yimixube yemethali ezimbini okanye nangaphezulu. Ungalibali ukuba zininzi ii-elementi kwi-periodic table.,-303.5393762588501,variant_1
640,"Izinto ezinjenge calcium kunye ne potassium zithathwa njengezinyithi. Ewe, kukwakho nesinyithi esinjengesilivere negolide.",-278.80683040618896,variant_1
641,Unako kwakhona ukufumana ii-alloys ezibandakanya inani elincinci lezinto ezingezizo zesinyithi njengekhabhoni.,-188.87131309509277,variant_1
642,Yonke into Emhlabeni yenziwe ngento. Izinto zenziwe ngezinto ezincinane ekuthiwa zii-athom.,-176.45109272003174,variant_1
643,Iiatom zincinci ngendlela engathethekiyo kangangokuba iithriliyoni zazo xa zidityanisiwe zenza isiphumlisi esibekwa ekupheleni kwesivakalisi.,-289.640287399292,variant_1
644,"Ngoko, ipensile yaba ngoyena mhlobo kubantu abaninzi mhlana yabakho.",-168.636399269104,variant_1
645,"Okulusizi kukuba, njengoko iindlela zokubhala zintsha ziye zavela, ipensile iye yehliselwa kwisikhundla esincinci kunye nokusetyenziswa.",-270.648419380188,variant_1
646,"Abantu ngoku babhala imiyalezo kwizikrini zekhompyuter, kungaze kuze kusondele kwisiloli.",-210.542329788208,variant_1
647,Umntu unokuzibuza ukuba iya kuba yintoni na ikhibhodi xa kuza kubakho into entsha.,-187.31591987609863,variant_1
648,Isiqhushumbhisi se-fission sisebenza kumthetho othi kuthatha amandla ukudibanisa i-nucleus enee-proton nee-neutron ezininzi.,-352.6648759841919,variant_1
649,Kufana nokunyusa itroli usiya phezulu endulini. Ukwahlula kwakhona le nucleus kukhupha amanye alo mandla.,-272.8042688369751,variant_1
650,Ezinye ii-athomu zine-nuclei engazinzanga oko kuthetha ukuba zihlala ziqhekeka ngaphandle kokukrokra okuncinci okanye ukungabikho.,-285.79669761657715,variant_1
651,Umphezulu weNyanga wenziwe ngamatye nothuli. Uluhlu lwangaphandle lweNyanga lubizwa ngokuba luqweqwe.,-179.0611276626587,variant_1
652,Umhlaba udeki ngeemitha eziyi-70 ii-km kwaye udeki nge-100 km kwicala elikude.,-265.2685794830322,variant_1
653,Ibhityile ngaphantsi kwezibuko ize ityebe ngaphantsi kwiindawo eziphakamileyo.,-137.2598171234131,variant_1
654,Kunokubakho i-maria engaphezulu kwicala elikufutshane kuba qweqwe libhityile. Kwakulula ukuba i-lava inyukele phezulu.,-338.4201602935791,variant_1
655,Ithiyori zomxholo zijolise ekufumaneni into eyenza abantu babeke uphawu okanye babhenele kubo.,-212.6819362640381,variant_1
656,Ezi theory zicebisa ukuthi abantu banezidingo ezithile okanye ulangazelelo oluye lwagcinwa lingaphakathi njengoko umntu ekhula.,-268.0532178878784,variant_1
657,Ezi ngcingane zijonga ukuba yintoni eyenza abantu abathile benze izinto abazenzayo yaye ziziphi izinto kwindawo abahlala kuyo ezibenza benze izinto ezithile.,-291.61499977111816,variant_1
658,Iithiyori ezimbini ezidumileyo zii-Themous's Hierarchy of Needs Theory kunye ne-Herzberg's Two Factor Theory.,-368.10594272613525,variant_1
659,"Ngokubanzi, iindlela ezimbini zokuziphatha zinokuvela njengabaphathi baqala ukukhokela oontanga babo bangaphambili.esinye isiphelo somboniso uzama ukuhlala ""omnye wabafana"" (okanye iigals).",-399.22167205810547,variant_1
660,"Olu hlobo lomphathi lunobunzima ekuthatheni izigqibo ezingathandwayo, ukwenza amanyathelo oluleko, ukuvavanya intsebenzo, ukwabela uxanduva, nokwenza abantu baphendule.",-329.60809803009033,variant_1
661,"Kwelinye icala, umntu utshintsha abengumntu ongamaziyo ocinga ukuba kufuneka atshintshe yonke into ebikade isenziwa liqela aze ayenze eyakhe.",-325.6585006713867,variant_1
662,"Kuko konke, inkokheli isoloko inoxanduva lokuphumelela okanye ukungaphumeleli kweqela layo.",-190.8144063949585,variant_1
663,Lomkhwa uthanda ukuba nemiphumela edala umsantsa Phakathi kweenkokheli neqela liphela.,-154.72985076904297,variant_1
664,"Amaqela asebenza kwi-Intanetha kufuneka afikelele imilinganiselo ekwizinga elinye nalawo aqhelekileyo, kodwa kukho umahluko omncinci.",-249.47076225280762,variant_1
665,Amalungu eqela elifanelekileyo ahlala esebenza njengendawo yokunxibelelana neqela labo lomzimba.,-122.77906036376953,variant_1
666,Bahlala benokuzimela ngakumbi kunamalungu eqela eliqhelekileyo njengoko amaqela abo anokuhlangana ngokwamaxesha ahlukeneyo angenakuqondwa ngabaphathi babo basekuhlaleni.,-275.46545028686523,variant_1
667,"Ubukho beqela ""elingabonakaliyo"" lokwenyani (uLarson noLaFasto, 1989, p109) ikwayinto eyodwa kwiqela elibonakalayo.",-393.2476119995117,variant_1
668,“Iqela elingabonakaliyo” liqela elilawulayo apho amagosa enikezela ingxelo kulo. Iqela elingabnakaliyo libeka izinga legosa ngalinye.,-300.1371078491211,variant_1
669,Kutheni le nto umbutho ungafuna ukuhamba ngendlela etya ixesha lokuseka umbutho ofundayo? Injongo enye yokubeka iikhontrakthi zokufunda zombutho kukuyila.,-325.46188735961914,variant_1
670,"Xa zonke izixhobo zisetyenziswa ngendlela kumacandelo onke equmrhu, ubuchwephesha nokunyaniseka kungacaca.",-189.5727243423462,variant_1
671,"Ngenxa yoko, inkqubo yombutho osebenza kunye ukoyisa umqobo kunokukhokelela kwinkqubo entsha yokusebenzela iimfuno zomthengi.",-207.47022914886475,variant_1
672,"Ngaphambi kokuba inkampani yenze izinto ezitsha, abaphathi bamele benze kubekho isiko lokwenziwa kwezinto ezintsha nokwabelana ngolwazi kuquka nokufunda kwayo.",-241.2412977218628,variant_1
673,"U-Angel (2006), ucacisa indlela yokuQhubeka njengeyona ndlela isetyenziswayo ukunceda imibutho ukuba ifikelele kwinqanaba eliphezulu lokusebenza.",-319.10686683654785,variant_1
674,Idatha yeNeurobilogy inikeza ubundgqina obuphathekayo betheory ephanda ngengqondo. Ngoko ke iyalucutha uphando ilwenze lungqale mpela.,-370.14424896240234,variant_1
675,Uzalwano phakathi kwe-pathology yengqondo nemikhwa ixhasa ososayensi kuphando,-214.56152820587158,variant_1
676,"Kudala kusaziwa ukuba iintlobo ezahlukeneyo zomonakalo wobuchopho, ukwenzakala, izilonda, kunye nezilonda zichaphazela indlela yokuziphatha kwaye zibangele notshintsho kwimisebenzi ethile yengqondo.",-347.24366760253906,variant_1
677,Ukunyuka kwetekhnoloji entsha kusenza sikwazi ukubona nokuphanda ulwakhiwo lobuchopho kunye neenkqubo ezingazange zibonwe ngaphambili.,-208.9226131439209,variant_1
678,Lena isinika ulwazi oluninzi nezixhobo zokwakho imodeli zokulingisa ezisinceda siqonde okuqhubeka ezinqondweni zethu.,-229.86225986480713,variant_1
679,"Nangona iAI inolinganiso olungeyonyani lwesayensi,I AI yenza isiseko esibalulekileyo kwicandelo lwekhompyutha sayensi ejongene nezimbo,ukufunda nobungqondi bomashini.",-346.03720569610596,variant_1
680,Uphando kwi-AI lubandakanya ukwenza oomatshini abazenzekelayo imisebenzi efuna isimilo esikrelekrele.,-179.33911228179932,variant_1
681,"Imizekelo iquka ukulawula, ukuceba nokubeka ixesha, ukukwazi ukuphendula izinto zabathengi ezingalunganga nemibuzo, nokukwazi ukubona ukuba ibisisandla sikabani ebesibhala, ukwazi ukufanisa ilizwi nobuso.",-368.7887878417969,variant_1
682,"Izinto ezinjalo zibe ngamacandelo ahlukeneyo, ajolise ekunikezeleni izisombululo kwiingxaki zobomi bokwenyani.",-178.89363288879395,variant_1
683,"Inkqubo ye-AI ngoku ihlala isetyenziswa kumacandelo ezoqoqosho, amayeza, ubunjineli kunye nomkhosi, njengoko sele yakhiwe kwikhompyuter kunye nokusetyenziswa kwesoftware yomdlalo wevidiyo.",-311.23522090911865,variant_1
684,Ukuhambela ezemfundo yinxalenye enkulu yayo nayiphi na iklasi. Ngokufuthi utishala uthanda ukusa abafundi bakhe kwiindawo ekungenakuhanjwa ngebhasi xa kusiyiwa kuzo.,-334.4820947647095,variant_1
685,"Itekhnoloji inikezela isisombululo ngohambo lwentsimi ebonakalayo. Abafundi banokujonga kwizinto zakudala, bandwendwele i-aquarium, okanye babone ubugcisa obuhle ngelixa behleli kwiklasi yabo.",-359.22612285614014,variant_1
686,Ukuthatha uhambo phantse yenye indlela yozikhumbhuza kwaye nixoxe izimvo nabafundi kwikamva.,-176.53610038757324,variant_1
687,"Umzekelo, unyaka nonyaka abafundi abavela kwiSikolo iBennet eMantla Carolina bayila iwebhusayithi malunga nohambo lwabo oluya kwi-State Capital, unyaka nonyaka iwebhusayithi iyalungiswa, kodwa iinguqulelo ezindala zigcinwa kwi-Intanethi ukuze zisebenze njenge-scrapbook.",-591.9276084899902,variant_1
688,"Ii-blog zinokunceda ukuphucula ukubhala kwabafundi. Nangona abafundi besoloko besiza namava abo e-blog anegrama engatshongo khona, kunye nokungakwazi ukubhala amagama achanileyo, ukuba kwabantu abazakukufunda oko, kudla ngokuyitshintsha loo nto.",-510.7827091217041,variant_1
689,"Kuba abafundi bahlala bengabaphulaphuli abanento yokuthetha, umbhali webhlogi uqalisa ukusebenzela ukuphucula indlela yokubhala ukuze aphephe ukugxekwa.",-280.6388759613037,variant_1
690,"Kwakhona ukubhloga ""kunyanzela abafundi ukuba babe nolwazi ngakumbi malunga nehlabathi elibangqongileyo."" Isidingo sokondla umdla wabaphulaphuli siyabakhuthaza abafundi ukuba babe nobukrelekrele kwaye banomdla (Toto, 2004).",-473.7282886505127,variant_1
691,"Ukubhloga sisixhobo esikhuthaza intsebenziswano, kwaye kukhuthaza abafundi ukuba bandise ukufunda nangaphaya kwesiko lesiqhelo leskolo.",-258.8824281692505,variant_1
692,"Ukusetyenziswa ngokufanelekileyo kweeblogi ""kunokuxhobisa abafundi ukuba babe nohlalutyo ngakumbi kwaye bagxeke; ngokuphendula ngenkuthalo kwizixhobo ze-Intanethi, abafundi banokuchaza isikhundla sabo kwimeko yemibhalo yabanye kunye nokuchaza ezabo izimvo kwimicimbi ethile (Oravec, 2002).",-631.3711557388306,variant_1
693,"I-Ottawa likhomkhulu elihle laseCanada elinabantu abathetha iilwimi ezimbini okanye ngaphezulu, iigalari eziliqela neemyuziyam ezibonisa imbali yeCanada nezinto zangoku.",-388.9479351043701,variant_1
694,Emazantsi asezantsi yiNiagara Falls kwaye emantla likhaya kubuhle bendalo obungafakwanga eMuskoka nangaphaya.,-288.2749910354614,variant_1
695,Zonke ezi zinto futhi nezinye zibonisa i-Ontario njengendawo eqhelekileyo yase-Khanada.,-204.10493564605713,variant_1
696,Iindawo ezinkulu emantla zinabemi abambalwa kwaye ezinye ziphantse zahlala abantu.,-179.95164585113525,variant_1
697,Ukuthelekisa inani labemi elothusa abaninzi: Baninzi abantu base-Afrika baseMelika abahlala e-US kunabemi base Canada.,-288.01810932159424,variant_1
698,Iziqithi zeMpuma Afrika zikulwandlekazi lwaseIndiya kunxweme olusempuma yeAfrika.,-184.70752716064453,variant_1
699,"I-Madagascar yeyona inkulu, kwaye ililizwekazi iyodwa xa kufikwa kwindalo yasendle.",-215.50544261932373,variant_1
700,"Unintsi lweziqithi ezincinci luba zizizwe ezizimeleyo, okanye ezinxulumene ne France, zaziwe ngeelwandle zolonwabo ezisemgangathweni.",-273.5662307739258,variant_1
701,"Ama-Arabhu nawo azisa i-Islam kumazwe, kwaye yathatha ngendlela enkulu eComoros naseMayotte.",-276.66931533813477,variant_1
702,"Ifuthe lase Europe nobukoloniyali baqala nge 15th senturi, xa uMphuthukezi u Vaco da Gama wafumana indlela yeKapa esuka e Europe isngisa e India.",-446.2243604660034,variant_1
703,"Emantla engingqi ingxangwe yi-Sahel, futhi emzantsi nasentshona luLwandlekazi lwe-Atlantic.",-290.82080364227295,variant_1
704,"Amabhinqa: Kucetyiswa ukuba amabhinqa akhenkethayo athi atshatile, kungakhathaliseki ukuba atshatile okanye awatshatanga.",-269.5508556365967,variant_1
705,Kuyanceda nokunxiba umsesane (kodwa ingabi ngobonakala ueabisa kakhulu.,-168.9152717590332,variant_1
706,"Abasetyhini kufuneka baqonde ukuba iyantlukwano ngokwenkcubeko inokubangela oko bakuthathe njengokuhlukumeza kwaye akuqhelekanga ukulandelwa, ukubanjwa ngengalo, njl.",-338.45844078063965,variant_1
707,"Qiniseka ekugatheni amadoda, kwaye ungoyiki ukuma emhlabeni wakho (umahluko ngokwenkcubeko okanye hayi, ayenzi ukuba ilungile!).",-307.24415016174316,variant_1
708,"Isixeko sanamhlanje seCasablanca sasekwa ngabalobi beBerber ngenkulungwane ye-10 BCE, kwaye sasetyenziswa ngamaFenike, amaRoma, kunye neMerenids njengezibuko elibizwa ngokuba yiAnfa.",-535.2880306243896,variant_1
709,"Ama-Portuguese ayichitha aphinda ayakha phantsi kwegama i-Casa Branca, kanti azokuphinde ayishiye emva kwenyikima ngo-1755.",-410.0756092071533,variant_1
710,a sultani yase Morocco yaye yasakha kakutsha isixeko njenge Daru I-Badya yaze yanikwa igama a Casablanca ngabarwebi baseSpain abathi badala izigxina zorwebo apho.,-518.9188375473022,variant_5
711,ICasablanca yenye yezona ndawo zinomdla wokuthenga eMorocco.,-175.33214473724365,variant_1
712,"KwiMedina yakudala kulula ukufumana iindawo ezithengisa iimpahla zesiko laseMorocco, ezinje ngeethegi, izinto zobumba, iimpahla zesikhumba, iihookahs, kunye negeegaws epheleleyo, kodwa konke kubakhenkethi.",-520.0748691558838,variant_1
713,I-Goma sisixeko esithandwa ngabakhenkethi saseDemocratic Republic of Congo kwelo cala lisempuma kufutshane neRwanda.,-283.4151830673218,variant_1
714,"Ngo-2002 iGoma yatshatyalaliswa ludaka lwentaba-mlilo iNyiragongo eyangcwaba uninzi lwezitrato zedolophu, ingakumbi umbindi wedolophu.",-383.37120819091797,variant_1
715,"Ngelixa iGoma ikhuselekile ngokufanelekileyo, konke ukundwendwela ngaphandle kweGoma kufuneka kuphandwe ukuze kuqondwe imeko yomlo oqhubekayo kwiphondo laseMantla eKivu.",-366.92388916015625,variant_1
716,"Esi sixeko sikwayeyona ndawo yokuqalisa ukunyuka i-volcano iNyiragongo, kunye nezinye iintaba ezingaduriyo ukozonyuka ekuthiwa ziiGorilla zaseAfrika.",-370.2834167480469,variant_1
717,Ungasebenzisa iboda-boda (iteksi esisisithuthuthu) ukuze uye kwiindawo eziseGoma. Ixabiso eliqhelekileyo (lasekuhlaleni) liyi-500 Congolese Francs xa uhambo lulufutshane.,-470.250057220459,variant_1
718,"Idityaniswe nokungafikeleleki kwayo, ""iTimbuktu"" sele isetyenzisiwe njengomzekeliso kumazwe akude, kude.",-275.45501613616943,variant_1
719,"Namhlanje, iTimbuktu yidolophu ehlwempuzekileyo, nangona igama layo liyenza ibe ngumtsalane kubakhenkethi, kwaye inesikhululo seenqwelomoya.",-323.41808700561523,variant_1
720,"Ngo-1990, yafakwa kuluhlu lweendawo zenkcubeko yomhlaba ezisengozi, ngenxa yesanti yasentlango.",-273.6142530441284,variant_1
721,Yayiyenye yeendawo zokumisa eziphambili ngexesha likaHenry Louis Gates 'PBS Izimanga ezizodwa zeLizwe laseAfrika.,-300.53705883026123,variant_1
722,"Esi sixeko asivumelani tu kunye nezinye izixeko zelizwe, kuba sona sinobuArabhu kakhulu kunokuba nobuAfrika.",-216.87800693511963,variant_1
723,"IKruger National Park (KNP) ilele emantla mpuma o Mzantsi Afrika kwaye ibaleka imida yase Mozambique empuma, iZimbabwe emantla, kwaye umda osemazantsi yi Crocodile River.",-510.66648292541504,variant_1
724,"Ipaki ithatha i-19,500 km² kwaye yahlulwe kwi-ecozones ezili-14, nganye ixhasa izilwanyana zasendle ezahlukeneyo.",-348.0540361404419,variant_1
725,Yenye yeendawo ezinomtsalane eMzantsi Afrika kwaye ithathwa njengeyona ndawo iphambili yeeNdawo zeSizwe zoMzantsi Afrika (SANParks).,-266.56849193573,variant_1
726,"Njengazo zonke iiPaki zoMzantsi Afrika, kukho ulondolozo kunye nemirhumo yokungena kule paki.",-205.64726161956787,variant_1
727,"Isenobaluncedo emntwini ukuba athenge i-Wild Card, ekwenza ungene kwiioakhi ezithile eMzantsi Afrika okanye kuzo zonke ii-Pakhi Zelizwe laseMzantsi Afrika.",-388.8475465774536,variant_1
728,Isiqithi saseHong Kong sinika intsimi yaseHong Kong igama laso kwaye yeyona ndawo kuthathwa njengabakhenkethi abaninzi njengeyona nto kugxilwe kuyo.,-283.24230194091797,variant_1
729,Inqwaba yezakhiwo ezenza i-skyline ye-Hong Kong ithelekiswa ne-bar chart emenyezelayo nevezwa bubukho bamanzi be-Victoria Harbour.,-432.54533290863037,variant_1
730,"Ukuze uyibone kakhuhle i-Hong Kong, sishiye isiqithi uze uye eKowloon waterfront ephambi kwayo.",-322.3875102996826,variant_1
731,Uninzi lophuculo lwedolophu yeSiqithi saseHong Kong lwenziwe phezu komhlaba owawukade ulilwandle lwasemantla.,-235.12668895721436,variant_1
