id,variant_1,variant_2,variant_3,variant_4,variant_5,variant_6,variant_7,variant_8,variant_9
583,Abafotayo kamva bathatha indawo yenenekazi elidala njengoko lalifuna i-lavatory. UMendoza wadutyulwa phantsi.,,,,,,,,
584,"Eli gama lisuka kwakudala kukudityaniswa neencukuthu zebhedi, ezizinambuzane ezikwaziyo ukutya abantu.",,,,,,,,
585,"Zombini i-Assassin-bugs kunye nee-Bed-bugs azikho nocic, zilungelelaniswe ukuze zihlale kwindlwana okanye kwizindlu zomphathi wazo.",,,,,,,,
586,"E-United States of America, kukho malunga nabantu abayi-400,000 abaziwayo Ukuba bane-Multiple Sclerosis (iMS), loo nto iyenza ibe sisigulo sengqondo esiphambili kubantu abadala abasebatsha nabsele beqinile.",,,,,,,,
587,"I-MS sisifo esichaphazela inkqubo ye-nervous system, eyenziwe ngengqondo, ithambo lomqolo kunye ne-optic nerve.",,,,,,,,
588,Uphando lufumanise ukuba abantu ababhinqileyo amaxesha amabini kunokwenzeka ukuba babe ne-MS emva koko abangamadoda.,,,,,,,,
589,"Isibini sinokuthatha isigqibo sokuba ayibalungelanga, okanye becingela umntwana wabo, ukuba bamkhulise.",,,,,,,,
590,Esi sibini sinokukhetha ukwenza isicwangciso sokwamkelwa komntwana waso.,,,,,,,,
591,"Xa kukhuliswa umntwana ongengowakho, abazali bokwemvelo bayawancama amalungelo obuzali ukuze esinye isibini sibe ngabazali baloo mntwana.",,,,,,,,
592,Eyona njongo iphambili yeNzululwazi kukufumanisa indlela ihlabathi elisebenza ngayo ngendlela yesayensi. Le ndlela ikhokela uninzi lophando lwenzululwazi.,,,,,,,,
593,"Ayiyodwanga nje, ukulinga , nolingo luvavanyo olusetyenziswa ukususa enye okanye oluninzi uqikelelo, kubuzwe imibuzo kwenziwe nengqwalasela ekhokhela uphando lwesayensi.",,,,,,,,
594,"I-Naturalists kunye nefilosofi zijolise kwimibhalo yamandulo kwaye, ngakumbi, kwiBhayibhile yesiLatin.",,,,,,,,
595,"Ezazisamkeleka yayizimbono zika Aristotle kwimiba yonke ye sayensi, kuquka nezengqondo.",,,,,,,,
596,"Nanjengoko ulwazi lwesi Grike lwehla, abaseNtshona bazifumana beqhawukene neengqondi zabo zesiGrike kunye nengcambu zabo sesayensi.",,,,,,,,
597,Abanintsi baqaphela izingqi kwimbonakalo nakwizimbo ezithi zixhomekeke ikakhulu kubukho be saykile ezi endogenous nophuhliso lwazo kwixesha lwendalo.,,,,,,,,
598,"Isingqisho samaxesha ngamaxesha, ezingeyompendulo nje kwimiba yangaphandle yamaxesha athile, sele sibhalelwe izinto ezininzi eziphilayo, nee ibhaktiriya, ifungi, izityalo kunye nezilwanyana.",,,,,,,,
599,Iiwotshi zebhayoloji zizenzela ii-oscillator eziza kuqhubeka nokuhamba zijikeleza mahala nokuba akukho zimpawu zangaphandle.,,,,,,,,
600,Uvavanyo lweHershey kunye noChase yenye yeengcebiso eziphambili zokuba iDNA yayiyinto yemfuza.,,,,,,,,
601,"U-Hershey no-Chase basebenzise ii-phages, okanye ii-virus, ukufaka i-DNA yabo kwintsholongwane.",,,,,,,,
602,Benza iimvavanyo ezimbini zokumakisha nokuba yi-DNA kwipheji ene-radioactive phosphorus okanye iprotheni ye-phage enesalfure eqhumayo.,,,,,,,,
603,"Ukuziguquguqula kunokuba nemiphumela eyohlukahlukeneyo oku kube kuxhomekeke kudidi lwenguquko, ukubaluleka kwepisana yematerial yofuzo echaphazelekayo kwakunye nokuba icells ezichaphazelekileyo zi germ-line cells.",,,,,,,,
604,"Lutshintsho kuphela kwiiseli zemigca yentsholongwane ezinokudluliselwa ebantwaneni, ngelixa utshintsho kwenye indawo lunokubangela ukufa kweseli okanye umhlaza.",,,,,,,,
605,Ukhenketho lwabatyeleli olusekelwe kwindalo lutsala abantu abanomdla wokutyelela ngenjongo yokubuka indalo kuquka izityalo kunye nezilwanyana zasendle.,,,,,,,,
606,"Imizekelo yokwenzekayo esaythini iquka ukuzingela, ukuloba, ukufota, ukubukela iintaka, ukundwendwela kwiipaki nokufunda ngolwazi lwendalo.",,,,,,,,
607,"Umzekelo kukundwendwela, ufote kwaye ufunde nge organgatuangs e orneo.",,,,,,,,
608,"INtsasa nganye, abantu bashiya iidolophana zelizwe ezimotweni besiya kwiindawo zabo zokusebenza kwaye badlulwe kwabanye abadawo abasebenza kuyo yindawo abasandula ukuyishiya.",,,,,,,,
609,"Kule shuttle yothutho eguqukayo wonke umntu ngandlela thile uqhagamshelene, kunye nenkxaso, inkqubo yothutho esekwe kwiimoto zabucala.",,,,,,,,
610,Isayensi ngoku ibonakalisa ukuba icarbon economy ithe ya dilodja kwi biosphere ukusuka kwenye yemo zayo ezizinzileyo ebexhasa ukuguquguquka koluntu kwiminyaka ezizigidi ezibini ezedlulayo.,,,,,,,,
611,Wonke umntu uthatha inxaxheba eluntwini kwaye usebenzisa iinkqubo zothutho. Phantse wonke umntu uyakhalaza malunga neenkqubo zothutho.,,,,,,,,
612,Kumazwe ahambele phambili kuba ngelo xesha nelo xesha usiva kukhalazwa ngomlinganiselo ofanayo ngomgangatho wamanzi nokuwa kweebhulorho.,,,,,,,,
613,"Kutheni le nto iinkqubo zothutho zibangela izikhalazo ezinjalo, kutheni zisilela mihla le? Ingaba iinjineli zezothutho azikwazi ukusebenza? Okanye ingaba kukho into ebaluleke ngakumbi eyenzekayo?",,,,,,,,
614,Ukuhamba Kwemoto kukufunda ngokuhamba komqhubi ngamnye neemoto ukusuka kwenye indawo ukuya kwenye indawo nendlela abaqhubana ngayo omnye nomnye.,,,,,,,,
615,"Ngelishwa, ukufunda ukuphokoka komthamo wezithuthi kunzima kuba izimbo zomqhubi azikwazi kuthelekeleka ngokugqibeleleyo.",,,,,,,,
616,"Ngethamsanqa, abaqhubi badla ngokuziphatha kakuhle phakathi kuluhlu olufanelekileyo; Ke, imijelo yendlela ithambekele ekubeni nokungaguquguquki okufanelekileyo kwaye inokumelwa ngokwezibalo.",,,,,,,,
617,"Ukuba ngumeli ongcono wokuhamba kwetrafikhi, ubudlelwane busekiwe phakathi kweempawu ezintathu eziphambili: (1) ukuhamba, (2) uxinano, kunye (3) nesantya.",,,,,,,,
618,"Olu lwalamano lunceda ukucebeni, ukuyileni nasekusebenzeni kweendlela.",,,,,,,,
619,Izinambuzane yayizizilwanyane zokuqala ukubhabha. Ukukwazi kwazo ukubhabha kuzinceda ziphephe iintshaba lula futhi zifumane ukutya zizalise ngcono.,,,,,,,,
620,Uninzi lwezinambuzane zinendlela yokukwazi ukusonga amaphiko azo abe secaleni komzimba.,,,,,,,,
621,Oku kuzinika iindawo ezininzi ezincinci zokuzifihla kwezinye izilwanyana.,,,,,,,,
622,"Kule mihla, izinambuzane ezingakwazi ukusonga amaphiko azo zimpukane neengcongconi.",,,,,,,,
623,"Kumawaka eminyaka eyadlulayo, indoda egama linguAristarchus yathi iSolar System yajikeleza iLanga.",,,,,,,,
624,"Abanye abantu babecinga ukuba unyanisile kodwa abanintsi babekholelwa ngolunye uhlobo; ukuba I Solar System ijikeleza umhlaba, kuquka nelanga( kunye nezinye iinkwenkwezi).","Abanye abantu babecinga ukuba unyanisile kodwa abanintsi babekholelwa ngolunye uhlobo; ukuba a Solar System ijikeleza umhlaba, kuquka nelanga( kunye nezinye iinkwenkwezi).","Abanye abantu babecinga ukuba unyanisile kodwa abanintsi babekholelwa ngolunye uhlobo; ukuba b Solar System ijikeleza umhlaba, kuquka nelanga( kunye nezinye iinkwenkwezi).",,,,,,
625,"Ibonakala isesingqondweni, kuba Umhlaba awuvakali uhamba, uyavakala?",,,,,,,,
626,I-Amazon River ngumlambo wesibini ongowona umde nomkhulu emhlabeni. Ubanamanzi aphindaphindwe ngaphezu kwe-8 kunamanzi omlambo ongowesibini ngobukhulu.,,,,,,,,
627,"I-Amazon ngowona mlambo mkhulu ehlabathini, ngamanye amaxehsa ububanzi bunganemayile esintandathu.",,,,,,,,
628,Iipesenti ezingama-20 ezipheleleyo zamanzi aphuma kwimilambo yomhlaba ukuya elwandle zivela eAmazon.,,,,,,,,
629,"Owona mfula we-Amazon u-6,387 (3,980 iimayile). Utsala amanzi kwamawaka emifulana.",,,,,,,,
630,"Nangona ukwakhiwa kweephiramidi kwilitye kwaqhubeka de kwasekupheleni koBukumkani Obudala, iiphiramidi zaseGiza zange zogqithwe ngobukhulu nangobugcisa obugqibeleleyo ezakhiwa ngazo.",,,,,,,,
631,"Ubukumkani obutsha base-Egypt yamandulo babumangalisiwe zizikhumbuzo zabo zangaphambili, ezazingaphezulu kweminyaka eliwaka ubudala.",,,,,,,,
632,Inginginya yesixeko iVatican City iku-800. Ilelona lizwe lincinci elizimeleyo ehlabathini nelibantu abambalwa.,,,,,,,,
633,I-Vatican City isebenzisa Isitaliyane kulawulo nakwimbalelwano ezisemthethweni.,,,,,,,,
634,Isitaliyani siphinda sibelu lwimi elosetyenziswa smahla ngabantu abaphangelela kwelolizwe ibe i-Latin isetyenziswa kwimicimbhi yokholo.,,,,,,,,
635,Bonke abahlali base-Vatican ngama-Roma Katolika.,,,,,,,,
636,"Abantu bayazi malunga nezinto ezisisiseko zeekhemikhali ezinje ngegolide, isilivere, nobhedu kwakudala, njengoko zonke zinokufunyanwa kwindalo ngendlela yemveli kwaye zilula kakhulu kum ngezixhobo zamandulo.",,,,,,,,
637,"UAristotle, intanda-bulumko, wathi yonke into yenziwe ngumxube wento enye ukuya kwezine. Oko kukuthi umhlaba, amanzi, umoya nomlilo.",,,,,,,,
638,"Oku bekufana namacala amane emicimbi (ngolandelelwano olufanayo): eqinileyo, engamanzi, igesi, kunye neplasma, nangona wayecinga ukuba bayatshintsha babe zizinto ezintsha ukwenza oko sikubonayo.",,,,,,,,
639,Ialloys yimixube yemethali ezimbini okanye nangaphezulu. Ungalibali ukuba zininzi ii-elementi kwi-periodic table.,,,,,,,,
640,"Izinto ezinjenge calcium kunye ne potassium zithathwa njengezinyithi. Ewe, kukwakho nesinyithi esinjengesilivere negolide.",,,,,,,,
641,Unako kwakhona ukufumana ii-alloys ezibandakanya inani elincinci lezinto ezingezizo zesinyithi njengekhabhoni.,,,,,,,,
642,Yonke into Emhlabeni yenziwe ngento. Izinto zenziwe ngezinto ezincinane ekuthiwa zii-athom.,,,,,,,,
643,Iiatom zincinci ngendlela engathethekiyo kangangokuba iithriliyoni zazo xa zidityanisiwe zenza isiphumlisi esibekwa ekupheleni kwesivakalisi.,,,,,,,,
644,"Ngoko, ipensile yaba ngoyena mhlobo kubantu abaninzi mhlana yabakho.",,,,,,,,
645,"Okulusizi kukuba, njengoko iindlela zokubhala zintsha ziye zavela, ipensile iye yehliselwa kwisikhundla esincinci kunye nokusetyenziswa.",,,,,,,,
646,"Abantu ngoku babhala imiyalezo kwizikrini zekhompyuter, kungaze kuze kusondele kwisiloli.",,,,,,,,
647,Umntu unokuzibuza ukuba iya kuba yintoni na ikhibhodi xa kuza kubakho into entsha.,,,,,,,,
648,Isiqhushumbhisi se-fission sisebenza kumthetho othi kuthatha amandla ukudibanisa i-nucleus enee-proton nee-neutron ezininzi.,,,,,,,,
649,Kufana nokunyusa itroli usiya phezulu endulini. Ukwahlula kwakhona le nucleus kukhupha amanye alo mandla.,,,,,,,,
650,Ezinye ii-athomu zine-nuclei engazinzanga oko kuthetha ukuba zihlala ziqhekeka ngaphandle kokukrokra okuncinci okanye ukungabikho.,,,,,,,,
651,Umphezulu weNyanga wenziwe ngamatye nothuli. Uluhlu lwangaphandle lweNyanga lubizwa ngokuba luqweqwe.,,,,,,,,
652,Umhlaba udeki ngeemitha eziyi-70 ii-km kwaye udeki nge-100 km kwicala elikude.,,,,,,,,
653,Ibhityile ngaphantsi kwezibuko ize ityebe ngaphantsi kwiindawo eziphakamileyo.,,,,,,,,
654,Kunokubakho i-maria engaphezulu kwicala elikufutshane kuba qweqwe libhityile. Kwakulula ukuba i-lava inyukele phezulu.,,,,,,,,
655,Ithiyori zomxholo zijolise ekufumaneni into eyenza abantu babeke uphawu okanye babhenele kubo.,,,,,,,,
656,Ezi theory zicebisa ukuthi abantu banezidingo ezithile okanye ulangazelelo oluye lwagcinwa lingaphakathi njengoko umntu ekhula.,,,,,,,,
657,Ezi ngcingane zijonga ukuba yintoni eyenza abantu abathile benze izinto abazenzayo yaye ziziphi izinto kwindawo abahlala kuyo ezibenza benze izinto ezithile.,,,,,,,,
658,Iithiyori ezimbini ezidumileyo zii-Themous's Hierarchy of Needs Theory kunye ne-Herzberg's Two Factor Theory.,,,,,,,,
659,"Ngokubanzi, iindlela ezimbini zokuziphatha zinokuvela njengabaphathi baqala ukukhokela oontanga babo bangaphambili.esinye isiphelo somboniso uzama ukuhlala ""omnye wabafana"" (okanye iigals).",,,,,,,,
660,"Olu hlobo lomphathi lunobunzima ekuthatheni izigqibo ezingathandwayo, ukwenza amanyathelo oluleko, ukuvavanya intsebenzo, ukwabela uxanduva, nokwenza abantu baphendule.",,,,,,,,
661,"Kwelinye icala, umntu utshintsha abengumntu ongamaziyo ocinga ukuba kufuneka atshintshe yonke into ebikade isenziwa liqela aze ayenze eyakhe.",,,,,,,,
662,"Kuko konke, inkokheli isoloko inoxanduva lokuphumelela okanye ukungaphumeleli kweqela layo.",,,,,,,,
663,Lomkhwa uthanda ukuba nemiphumela edala umsantsa Phakathi kweenkokheli neqela liphela.,,,,,,,,
664,"Amaqela asebenza kwi-Intanetha kufuneka afikelele imilinganiselo ekwizinga elinye nalawo aqhelekileyo, kodwa kukho umahluko omncinci.",,,,,,,,
665,Amalungu eqela elifanelekileyo ahlala esebenza njengendawo yokunxibelelana neqela labo lomzimba.,,,,,,,,
666,Bahlala benokuzimela ngakumbi kunamalungu eqela eliqhelekileyo njengoko amaqela abo anokuhlangana ngokwamaxesha ahlukeneyo angenakuqondwa ngabaphathi babo basekuhlaleni.,,,,,,,,
667,"Ubukho beqela ""elingabonakaliyo"" lokwenyani (uLarson noLaFasto, 1989, p109) ikwayinto eyodwa kwiqela elibonakalayo.",,,,,,,,
668,“Iqela elingabonakaliyo” liqela elilawulayo apho amagosa enikezela ingxelo kulo. Iqela elingabnakaliyo libeka izinga legosa ngalinye.,,,,,,,,
669,Kutheni le nto umbutho ungafuna ukuhamba ngendlela etya ixesha lokuseka umbutho ofundayo? Injongo enye yokubeka iikhontrakthi zokufunda zombutho kukuyila.,,,,,,,,
670,"Xa zonke izixhobo zisetyenziswa ngendlela kumacandelo onke equmrhu, ubuchwephesha nokunyaniseka kungacaca.",,,,,,,,
671,"Ngenxa yoko, inkqubo yombutho osebenza kunye ukoyisa umqobo kunokukhokelela kwinkqubo entsha yokusebenzela iimfuno zomthengi.",,,,,,,,
672,"Ngaphambi kokuba inkampani yenze izinto ezitsha, abaphathi bamele benze kubekho isiko lokwenziwa kwezinto ezintsha nokwabelana ngolwazi kuquka nokufunda kwayo.",,,,,,,,
673,"U-Angel (2006), ucacisa indlela yokuQhubeka njengeyona ndlela isetyenziswayo ukunceda imibutho ukuba ifikelele kwinqanaba eliphezulu lokusebenza.",,,,,,,,
674,Idatha yeNeurobilogy inikeza ubundgqina obuphathekayo betheory ephanda ngengqondo. Ngoko ke iyalucutha uphando ilwenze lungqale mpela.,,,,,,,,
675,Uzalwano phakathi kwe-pathology yengqondo nemikhwa ixhasa ososayensi kuphando,,,,,,,,
676,"Kudala kusaziwa ukuba iintlobo ezahlukeneyo zomonakalo wobuchopho, ukwenzakala, izilonda, kunye nezilonda zichaphazela indlela yokuziphatha kwaye zibangele notshintsho kwimisebenzi ethile yengqondo.",,,,,,,,
677,Ukunyuka kwetekhnoloji entsha kusenza sikwazi ukubona nokuphanda ulwakhiwo lobuchopho kunye neenkqubo ezingazange zibonwe ngaphambili.,,,,,,,,
678,Lena isinika ulwazi oluninzi nezixhobo zokwakho imodeli zokulingisa ezisinceda siqonde okuqhubeka ezinqondweni zethu.,,,,,,,,
679,"Nangona iAI inolinganiso olungeyonyani lwesayensi,I AI yenza isiseko esibalulekileyo kwicandelo lwekhompyutha sayensi ejongene nezimbo,ukufunda nobungqondi bomashini.",,,,,,,,
680,Uphando kwi-AI lubandakanya ukwenza oomatshini abazenzekelayo imisebenzi efuna isimilo esikrelekrele.,,,,,,,,
681,"Imizekelo iquka ukulawula, ukuceba nokubeka ixesha, ukukwazi ukuphendula izinto zabathengi ezingalunganga nemibuzo, nokukwazi ukubona ukuba ibisisandla sikabani ebesibhala, ukwazi ukufanisa ilizwi nobuso.",,,,,,,,
682,"Izinto ezinjalo zibe ngamacandelo ahlukeneyo, ajolise ekunikezeleni izisombululo kwiingxaki zobomi bokwenyani.",,,,,,,,
683,"Inkqubo ye-AI ngoku ihlala isetyenziswa kumacandelo ezoqoqosho, amayeza, ubunjineli kunye nomkhosi, njengoko sele yakhiwe kwikhompyuter kunye nokusetyenziswa kwesoftware yomdlalo wevidiyo.",,,,,,,,
684,Ukuhambela ezemfundo yinxalenye enkulu yayo nayiphi na iklasi. Ngokufuthi utishala uthanda ukusa abafundi bakhe kwiindawo ekungenakuhanjwa ngebhasi xa kusiyiwa kuzo.,,,,,,,,
685,"Itekhnoloji inikezela isisombululo ngohambo lwentsimi ebonakalayo. Abafundi banokujonga kwizinto zakudala, bandwendwele i-aquarium, okanye babone ubugcisa obuhle ngelixa behleli kwiklasi yabo.",,,,,,,,
686,Ukuthatha uhambo phantse yenye indlela yozikhumbhuza kwaye nixoxe izimvo nabafundi kwikamva.,,,,,,,,
687,"Umzekelo, unyaka nonyaka abafundi abavela kwiSikolo iBennet eMantla Carolina bayila iwebhusayithi malunga nohambo lwabo oluya kwi-State Capital, unyaka nonyaka iwebhusayithi iyalungiswa, kodwa iinguqulelo ezindala zigcinwa kwi-Intanethi ukuze zisebenze njenge-scrapbook.",,,,,,,,
688,"Ii-blog zinokunceda ukuphucula ukubhala kwabafundi. Nangona abafundi besoloko besiza namava abo e-blog anegrama engatshongo khona, kunye nokungakwazi ukubhala amagama achanileyo, ukuba kwabantu abazakukufunda oko, kudla ngokuyitshintsha loo nto.",,,,,,,,
689,"Kuba abafundi bahlala bengabaphulaphuli abanento yokuthetha, umbhali webhlogi uqalisa ukusebenzela ukuphucula indlela yokubhala ukuze aphephe ukugxekwa.",,,,,,,,
690,"Kwakhona ukubhloga ""kunyanzela abafundi ukuba babe nolwazi ngakumbi malunga nehlabathi elibangqongileyo."" Isidingo sokondla umdla wabaphulaphuli siyabakhuthaza abafundi ukuba babe nobukrelekrele kwaye banomdla (Toto, 2004).",,,,,,,,
691,"Ukubhloga sisixhobo esikhuthaza intsebenziswano, kwaye kukhuthaza abafundi ukuba bandise ukufunda nangaphaya kwesiko lesiqhelo leskolo.",,,,,,,,
692,"Ukusetyenziswa ngokufanelekileyo kweeblogi ""kunokuxhobisa abafundi ukuba babe nohlalutyo ngakumbi kwaye bagxeke; ngokuphendula ngenkuthalo kwizixhobo ze-Intanethi, abafundi banokuchaza isikhundla sabo kwimeko yemibhalo yabanye kunye nokuchaza ezabo izimvo kwimicimbi ethile (Oravec, 2002).",,,,,,,,
693,"I-Ottawa likhomkhulu elihle laseCanada elinabantu abathetha iilwimi ezimbini okanye ngaphezulu, iigalari eziliqela neemyuziyam ezibonisa imbali yeCanada nezinto zangoku.",,,,,,,,
694,Emazantsi asezantsi yiNiagara Falls kwaye emantla likhaya kubuhle bendalo obungafakwanga eMuskoka nangaphaya.,,,,,,,,
695,Zonke ezi zinto futhi nezinye zibonisa i-Ontario njengendawo eqhelekileyo yase-Khanada.,,,,,,,,
696,Iindawo ezinkulu emantla zinabemi abambalwa kwaye ezinye ziphantse zahlala abantu.,,,,,,,,
697,Ukuthelekisa inani labemi elothusa abaninzi: Baninzi abantu base-Afrika baseMelika abahlala e-US kunabemi base Canada.,,,,,,,,
698,Iziqithi zeMpuma Afrika zikulwandlekazi lwaseIndiya kunxweme olusempuma yeAfrika.,,,,,,,,
699,"I-Madagascar yeyona inkulu, kwaye ililizwekazi iyodwa xa kufikwa kwindalo yasendle.",,,,,,,,
700,"Unintsi lweziqithi ezincinci luba zizizwe ezizimeleyo, okanye ezinxulumene ne France, zaziwe ngeelwandle zolonwabo ezisemgangathweni.",,,,,,,,
701,"Ama-Arabhu nawo azisa i-Islam kumazwe, kwaye yathatha ngendlela enkulu eComoros naseMayotte.",,,,,,,,
702,"Ifuthe lase Europe nobukoloniyali baqala nge 15th senturi, xa uMphuthukezi u Vaco da Gama wafumana indlela yeKapa esuka e Europe isngisa e India.",,,,,,,,
703,"Emantla engingqi ingxangwe yi-Sahel, futhi emzantsi nasentshona luLwandlekazi lwe-Atlantic.",,,,,,,,
704,"Amabhinqa: Kucetyiswa ukuba amabhinqa akhenkethayo athi atshatile, kungakhathaliseki ukuba atshatile okanye awatshatanga.",,,,,,,,
705,Kuyanceda nokunxiba umsesane (kodwa ingabi ngobonakala ueabisa kakhulu.,,,,,,,,
706,"Abasetyhini kufuneka baqonde ukuba iyantlukwano ngokwenkcubeko inokubangela oko bakuthathe njengokuhlukumeza kwaye akuqhelekanga ukulandelwa, ukubanjwa ngengalo, njl.",,,,,,,,
707,"Qiniseka ekugatheni amadoda, kwaye ungoyiki ukuma emhlabeni wakho (umahluko ngokwenkcubeko okanye hayi, ayenzi ukuba ilungile!).",,,,,,,,
708,"Isixeko sanamhlanje seCasablanca sasekwa ngabalobi beBerber ngenkulungwane ye-10 BCE, kwaye sasetyenziswa ngamaFenike, amaRoma, kunye neMerenids njengezibuko elibizwa ngokuba yiAnfa.",,,,,,,,
709,"Ama-Portuguese ayichitha aphinda ayakha phantsi kwegama i-Casa Branca, kanti azokuphinde ayishiye emva kwenyikima ngo-1755.",,,,,,,,
710,I sultani yase Morocco yaye yasakha kakutsha isixeko njenge Daru I-Badya yaze yanikwa igama I Casablanca ngabarwebi baseSpain abathi badala izigxina zorwebo apho.,I sultani yase Morocco yaye yasakha kakutsha isixeko njenge Daru I-Badya yaze yanikwa igama a Casablanca ngabarwebi baseSpain abathi badala izigxina zorwebo apho.,I sultani yase Morocco yaye yasakha kakutsha isixeko njenge Daru I-Badya yaze yanikwa igama b Casablanca ngabarwebi baseSpain abathi badala izigxina zorwebo apho.,a sultani yase Morocco yaye yasakha kakutsha isixeko njenge Daru I-Badya yaze yanikwa igama I Casablanca ngabarwebi baseSpain abathi badala izigxina zorwebo apho.,a sultani yase Morocco yaye yasakha kakutsha isixeko njenge Daru I-Badya yaze yanikwa igama a Casablanca ngabarwebi baseSpain abathi badala izigxina zorwebo apho.,a sultani yase Morocco yaye yasakha kakutsha isixeko njenge Daru I-Badya yaze yanikwa igama b Casablanca ngabarwebi baseSpain abathi badala izigxina zorwebo apho.,b sultani yase Morocco yaye yasakha kakutsha isixeko njenge Daru I-Badya yaze yanikwa igama I Casablanca ngabarwebi baseSpain abathi badala izigxina zorwebo apho.,b sultani yase Morocco yaye yasakha kakutsha isixeko njenge Daru I-Badya yaze yanikwa igama a Casablanca ngabarwebi baseSpain abathi badala izigxina zorwebo apho.,b sultani yase Morocco yaye yasakha kakutsha isixeko njenge Daru I-Badya yaze yanikwa igama b Casablanca ngabarwebi baseSpain abathi badala izigxina zorwebo apho.
711,ICasablanca yenye yezona ndawo zinomdla wokuthenga eMorocco.,,,,,,,,
712,"KwiMedina yakudala kulula ukufumana iindawo ezithengisa iimpahla zesiko laseMorocco, ezinje ngeethegi, izinto zobumba, iimpahla zesikhumba, iihookahs, kunye negeegaws epheleleyo, kodwa konke kubakhenkethi.",,,,,,,,
713,I-Goma sisixeko esithandwa ngabakhenkethi saseDemocratic Republic of Congo kwelo cala lisempuma kufutshane neRwanda.,,,,,,,,
714,"Ngo-2002 iGoma yatshatyalaliswa ludaka lwentaba-mlilo iNyiragongo eyangcwaba uninzi lwezitrato zedolophu, ingakumbi umbindi wedolophu.",,,,,,,,
715,"Ngelixa iGoma ikhuselekile ngokufanelekileyo, konke ukundwendwela ngaphandle kweGoma kufuneka kuphandwe ukuze kuqondwe imeko yomlo oqhubekayo kwiphondo laseMantla eKivu.",,,,,,,,
716,"Esi sixeko sikwayeyona ndawo yokuqalisa ukunyuka i-volcano iNyiragongo, kunye nezinye iintaba ezingaduriyo ukozonyuka ekuthiwa ziiGorilla zaseAfrika.",,,,,,,,
717,Ungasebenzisa iboda-boda (iteksi esisisithuthuthu) ukuze uye kwiindawo eziseGoma. Ixabiso eliqhelekileyo (lasekuhlaleni) liyi-500 Congolese Francs xa uhambo lulufutshane.,,,,,,,,
718,"Idityaniswe nokungafikeleleki kwayo, ""iTimbuktu"" sele isetyenzisiwe njengomzekeliso kumazwe akude, kude.",,,,,,,,
719,"Namhlanje, iTimbuktu yidolophu ehlwempuzekileyo, nangona igama layo liyenza ibe ngumtsalane kubakhenkethi, kwaye inesikhululo seenqwelomoya.",,,,,,,,
720,"Ngo-1990, yafakwa kuluhlu lweendawo zenkcubeko yomhlaba ezisengozi, ngenxa yesanti yasentlango.",,,,,,,,
721,Yayiyenye yeendawo zokumisa eziphambili ngexesha likaHenry Louis Gates 'PBS Izimanga ezizodwa zeLizwe laseAfrika.,,,,,,,,
722,"Esi sixeko asivumelani tu kunye nezinye izixeko zelizwe, kuba sona sinobuArabhu kakhulu kunokuba nobuAfrika.",,,,,,,,
723,"IKruger National Park (KNP) ilele emantla mpuma o Mzantsi Afrika kwaye ibaleka imida yase Mozambique empuma, iZimbabwe emantla, kwaye umda osemazantsi yi Crocodile River.",,,,,,,,
724,"Ipaki ithatha i-19,500 km² kwaye yahlulwe kwi-ecozones ezili-14, nganye ixhasa izilwanyana zasendle ezahlukeneyo.",,,,,,,,
725,Yenye yeendawo ezinomtsalane eMzantsi Afrika kwaye ithathwa njengeyona ndawo iphambili yeeNdawo zeSizwe zoMzantsi Afrika (SANParks).,,,,,,,,
726,"Njengazo zonke iiPaki zoMzantsi Afrika, kukho ulondolozo kunye nemirhumo yokungena kule paki.",,,,,,,,
727,"Isenobaluncedo emntwini ukuba athenge i-Wild Card, ekwenza ungene kwiioakhi ezithile eMzantsi Afrika okanye kuzo zonke ii-Pakhi Zelizwe laseMzantsi Afrika.",,,,,,,,
728,Isiqithi saseHong Kong sinika intsimi yaseHong Kong igama laso kwaye yeyona ndawo kuthathwa njengabakhenkethi abaninzi njengeyona nto kugxilwe kuyo.,,,,,,,,
729,Inqwaba yezakhiwo ezenza i-skyline ye-Hong Kong ithelekiswa ne-bar chart emenyezelayo nevezwa bubukho bamanzi be-Victoria Harbour.,,,,,,,,
730,"Ukuze uyibone kakhuhle i-Hong Kong, sishiye isiqithi uze uye eKowloon waterfront ephambi kwayo.",,,,,,,,
731,Uninzi lophuculo lwedolophu yeSiqithi saseHong Kong lwenziwe phezu komhlaba owawukade ulilwandle lwasemantla.,,,,,,,,
732,"Le yindawo yabakholoniyali base-Bhritane abayithathayo kwaye ke ukuba ufuna ubungqina bendawo eyadlulayo yommandla, le yindawo elungileyo ukuqala.",,,,,,,,
733,"Ii-Sundarbans yeyona ndawo esenxwemeni enemithana kwihlabathi lonke, inobude be-80 km (yi-50 ye-mayile) ukuya kungena e-Bangladesh nangaphakathi kwilizwe lase-India ukusuka elunxwemeni.",,,,,,,,
734,I Sundarbans ichazwe njenge UNESCO World Heritage Site. Inxalenye yehlathi phakathi komhlaba wase India ubizwa njengokuba yi Sundarbans National Park.,a Sundarbans ichazwe njenge UNESCO World Heritage Site. Inxalenye yehlathi phakathi komhlaba wase India ubizwa njengokuba yi Sundarbans National Park.,b Sundarbans ichazwe njenge UNESCO World Heritage Site. Inxalenye yehlathi phakathi komhlaba wase India ubizwa njengokuba yi Sundarbans National Park.,,,,,,
735,Amahlathi ayingomgxobhozo we-mangrove-kodwa abandakanya iindawo zokugqibela zamahlathi amakhulu awayekhe agubungela ithafa laseGangetic.,,,,,,,,
